"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m2_sim_581","completed",NA,0,47.8071630001068,0.2061,0.3856,0.377,0.3575,0.4133,0.1764,0.5684,0.8828,0.9568,1.0197,1.0197,"y.intercept","y.intercept",1.0003,1.0192,99.9641,99.9641,"y ~ Intercept","y ~ Intercept",9477.9406,106.7594,581,"2_blimp_complete"
"m4_sim_581","completed",NA,0,26.59188580513,-0.2893,0.5108,0.2985,0.4747,0.5471,0.1432,0.4683,0.7497,0.7267,1.0306,1.0306,"y_mar.intercept","y_mar.intercept",0.9999,1.0267,144.7042,144.7042,"y_mar ~ Intercept","y_mar ~ Intercept",9659.6657,192.255,581,"4_blimp_lmc_noaux"
"m5_sim_581","completed",NA,0,79.5001759529114,0.2138,0.4099,0.466,0.3674,0.4523,0.2936,0.6327,0.9158,0.9622,1.045,1.045,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,69.5718,69.5718,"aux ~ Intercept","aux ~ Intercept",570.8886,92.1196,581,"5_blimp_omc_aux"
"m6_sim_581","completed",NA,0,122.523777008057,0.2499,0.3748,0.3765,0.3338,0.4152,0.1733,0.5593,0.9016,0.9308,1.0478,1.0478,"aux.intercept","aux.intercept",1.0064,1.0471,33.9705,36.8848,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",326.7069,77.9282,581,"6_blimp_rescue"
"m2_sim_582","completed",NA,0,47.2924001216888,-0.0561,0.4013,0.4842,0.3729,0.4296,0.299,0.6811,0.8155,1.006,1.0304,1.0304,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0304,72.0979,72.0979,"y ~ x.mean[id2]","y ~ x.mean[id2]",9734.1711,72.0979,582,"2_blimp_complete"
"m4_sim_582","completed",NA,0,27.2098679542542,-0.5534,0.5742,0.3402,0.5379,0.6093,0.1609,0.508,0.7236,0.7624,1.0126,1.0126,"y_mar.intercept","y_mar.intercept",1.0003,1.0045,174.8544,174.8544,"y_mar ~ Intercept","y_mar ~ Intercept",8792.1378,254.1333,582,"4_blimp_lmc_noaux"
"m5_sim_582","completed",NA,0,82.5128629207611,-0.0501,0.4689,0.5465,0.4242,0.5143,0.3783,0.7375,0.8453,1.0443,1.0584,1.0584,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,79.1216,79.1216,"aux ~ Intercept","aux ~ Intercept",484.2938,107.6218,582,"5_blimp_omc_aux"
"m6_sim_582","completed",NA,0,120.554297924042,-0.0497,0.4381,0.4913,0.3942,0.484,0.285,0.6868,0.8505,1.0195,1.0246,1.0246,"y_mar.intercept","y_mar.intercept",1.0164,1.0159,94.8093,94.8093,"aux ~ Intercept","aux ~ Intercept",232.8651,106.9189,582,"6_blimp_rescue"
"m2_sim_583","completed",NA,0,47.308788061142,0.1768,0.4045,0.8034,0.3766,0.4328,0.6127,0.9884,0.7975,0.9953,1.0212,1.0212,"y.intercept","y.intercept",1.0002,1.0106,119.7955,119.7955,"y ~ Intercept","y ~ Intercept",9620.5373,120.3278,583,"2_blimp_complete"
"m4_sim_583","completed",NA,0,28.4646129608154,-0.3516,0.5272,0.5811,0.4917,0.5627,0.4192,0.7589,0.7048,0.787,1.0102,1.0101,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0101,103.9454,103.9454,"y_mar ~ Intercept","y_mar ~ Intercept",9077.2811,200.1778,583,"4_blimp_lmc_noaux"
"m5_sim_583","completed",NA,0,82.6695649623871,0.126,0.4281,0.8152,0.3854,0.4697,0.6466,0.9647,0.8036,1.0509,1.0272,1.0272,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,46.7391,46.7391,"aux ~ Intercept","aux ~ Intercept",607.32,128.8785,583,"5_blimp_omc_aux"
"m6_sim_583","completed",NA,0,118.641139030457,0.202,0.3899,0.7811,0.3481,0.4341,0.5987,1.0062,0.8349,1.0173,1.0421,1.0395,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0149,1.0166,19.0751,19.0751,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",218.0459,19.0751,583,"6_blimp_rescue"
"m2_sim_584","completed",NA,0,47.1796860694885,-0.0684,0.4095,0.6932,0.3819,0.4363,0.4982,0.8976,0.9229,0.965,1.0199,1.0199,"y.intercept","y.intercept",1.0002,1.0137,129.466,129.466,"y ~ Intercept","y ~ Intercept",9562.7507,142.7554,584,"2_blimp_complete"
"m4_sim_584","completed",NA,0,27.7334868907928,-0.6342,0.5415,0.513,0.5067,0.5766,0.3303,0.7046,0.8018,0.752,1.0111,1.0111,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0111,145.8786,145.8786,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8955.1706,145.8786,584,"4_blimp_lmc_noaux"
"m5_sim_584","completed",NA,0,81.5517220497131,-0.136,0.4499,0.753,0.4077,0.491,0.5657,0.9273,0.9243,0.9963,1.0414,1.0414,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,40.1698,40.1698,"aux ~ Intercept","aux ~ Intercept",484.0503,150.2929,584,"5_blimp_omc_aux"
"m6_sim_584","completed",NA,0,117.579672813416,-0.0914,0.4141,0.6997,0.374,0.4536,0.505,0.9167,0.9548,0.9663,1.0809,1.0775,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0047,1.0074,22.4203,23.1723,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",217.6591,112.8161,584,"6_blimp_rescue"
"m2_sim_585","completed",NA,0,47.1995248794556,0.1338,0.3972,0.7746,0.369,0.4259,0.5812,0.9604,1.2004,1.0038,1.0283,1.0283,"y.intercept","y.intercept",1,1.0123,56.7699,56.7699,"y ~ Intercept","y ~ Intercept",9247.076,77.3023,585,"2_blimp_complete"
"m4_sim_585","completed",NA,0,29.8959889411926,-0.4548,0.5329,0.6167,0.4977,0.568,0.4643,0.7715,0.8696,0.7868,1.0185,1.0185,"y_mar.intercept","y_mar.intercept",1.0001,1.0073,129.3373,129.3373,"y_mar ~ Intercept","y_mar ~ Intercept",8615.2535,165.3421,585,"4_blimp_lmc_noaux"
"m5_sim_585","completed",NA,0,93.012286901474,0.0828,0.4518,0.857,0.4118,0.4929,0.6923,1.0293,1.1308,1.0176,1.0281,1.0281,"aux.intercept","aux.intercept",NA,NA,61.6694,61.6871,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",784.9035,68.2257,585,"5_blimp_omc_aux"
"m6_sim_585","completed",NA,0,119.129127979279,0.1557,0.4137,0.8181,0.3748,0.4525,0.6298,1.0284,1.2029,0.9865,1.0705,1.064,"aux.regressed on (standardized).y_mar","aux.regressed on.y_mar.mean[id2]",1.0155,1.0108,56.7354,56.7354,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",504.2934,56.7354,585,"6_blimp_rescue"
"m2_sim_586","completed",NA,0,47.4042201042175,0.0117,0.3826,0.7236,0.3547,0.41,0.5288,0.95,1.0152,1.0026,1.025,1.025,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.025,66.9753,66.9753,"y ~ Intercept","y ~ Intercept",9506.0995,80.5712,586,"2_blimp_complete"
"m4_sim_586","completed",NA,0,28.8670959472656,-0.5514,0.5067,0.4935,0.4707,0.5426,0.2676,0.6894,0.8083,0.7928,1.0105,1.0105,"y_mar.intercept","y_mar.intercept",1,1.0053,107.2752,107.2752,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9283.4819,107.2752,586,"4_blimp_lmc_noaux"
"m5_sim_586","completed",NA,0,92.3312628269196,-0.0458,0.408,0.7749,0.364,0.4521,0.5693,0.9934,0.9476,1.0675,1.0391,1.0391,"aux.intercept","aux.intercept",NA,NA,44.6069,44.6069,"y_mar ~ Intercept","y_mar ~ Intercept",482.2702,70.3396,586,"5_blimp_omc_aux"
"m6_sim_586","completed",NA,0,120.615406990051,0.0302,0.3675,0.7591,0.3263,0.4098,0.5309,0.9878,1.0057,1.0322,1.0477,1.0477,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0153,1.0477,52.3333,61.0691,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",330.0668,101.5031,586,"6_blimp_rescue"
"m2_sim_587","completed",NA,0,47.8148181438446,0.1166,0.4079,0.6925,0.3794,0.4362,0.4901,0.9101,1.2665,1.004,1.0329,1.0329,"y.intercept","y.intercept",1,1.0222,96.1999,96.1999,"y ~ x.mean[id2]","y ~ x.mean[id2]",9155.9051,96.1999,587,"2_blimp_complete"
"m4_sim_587","completed",NA,0,27.3846180438995,-0.4438,0.5188,0.4657,0.4832,0.5541,0.2626,0.6868,1.0669,0.8106,1.0286,1.0286,"y_mar.intercept","y_mar.intercept",1,1.0244,113.8305,113.8305,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9159.388,113.8305,587,"4_blimp_lmc_noaux"
"m5_sim_587","completed",NA,0,93.3043451309204,0.0846,0.4352,0.6796,0.3944,0.4768,0.4932,0.8593,1.2169,1.046,1.0499,1.0499,"aux.intercept","aux.intercept",NA,NA,85.2986,85.2986,"aux ~ x_mean_biased","aux ~ x_mean_biased",913.8822,85.5295,587,"5_blimp_omc_aux"
"m6_sim_587","completed",NA,0,119.332799911499,0.1327,0.3995,0.6335,0.359,0.4395,0.3801,0.8765,1.2578,1.0108,1.0575,1.0535,"aux.regressed on (standardized).x_mar.mean[id2]","y_mar.intercept",1.003,1.0102,26.2423,26.2423,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",406.6433,26.2423,587,"6_blimp_rescue"
"m2_sim_588","completed",NA,0,47.6100699901581,-0.1761,0.3955,0.4861,0.3679,0.424,0.2876,0.6595,0.8872,0.9704,1.0149,1.0149,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0149,104.3993,104.3993,"y ~ Intercept","y ~ Intercept",10008.4232,112.0326,588,"2_blimp_complete"
"m4_sim_588","completed",NA,0,28.0031669139862,-0.6141,0.5718,0.3152,0.5387,0.6055,0.1194,0.5067,0.6987,0.7374,1.0175,1.0175,"y_mar.intercept","y_mar.intercept",1,1.0033,196.2083,196.2083,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9404.6976,196.2083,588,"4_blimp_lmc_noaux"
"m5_sim_588","completed",NA,0,94.0675370693207,-0.1605,0.4764,0.5226,0.4348,0.5178,0.3296,0.7263,0.7866,0.9891,1.022,1.022,"aux.intercept","aux.intercept",NA,NA,74.675,74.675,"aux ~ x_mean_biased","aux ~ x_mean_biased",689.3941,98.8649,588,"5_blimp_omc_aux"
"m6_sim_588","completed",NA,0,122.568475008011,-0.1619,0.449,0.4905,0.4091,0.4896,0.2818,0.7066,0.8104,0.9706,1.0306,1.0299,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0014,1.0213,63.886,83.7115,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",380.39,91.746,588,"6_blimp_rescue"
"m2_sim_589","completed",NA,0,47.5065529346466,0.0437,0.3893,0.6347,0.3618,0.4171,0.4793,0.7843,0.7522,1.0034,1.0246,1.0246,"y.intercept","y.intercept",1,1.0082,89.929,89.929,"y ~ x.mean[id2]","y ~ x.mean[id2]",9455.3101,89.929,589,"2_blimp_complete"
"m4_sim_589","completed",NA,0,27.9365601539612,-0.4904,0.5194,0.4691,0.4829,0.5561,0.3243,0.6082,0.5823,0.8111,1.005,1.0047,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0047,194.7608,194.7608,"y_mar ~ Intercept","y_mar ~ Intercept",9298.0951,207.76,589,"4_blimp_lmc_noaux"
"m5_sim_589","completed",NA,0,86.6059091091156,0.0471,0.4311,0.7074,0.3866,0.476,0.5721,0.8585,0.78,1.0824,1.0558,1.0558,"aux.intercept","aux.intercept",NA,NA,105.5515,107.0018,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",595.3053,150.4046,589,"5_blimp_omc_aux"
"m6_sim_589","completed",NA,0,122.129182100296,0.107,0.3861,0.6744,0.3419,0.4285,0.5059,0.8515,0.8043,1.044,1.0403,1.0356,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0076,1.0176,49.4272,62.251,"aux ~ y_mar (standardized)","aux ~ Intercept",227.5484,124.7305,589,"6_blimp_rescue"
"m2_sim_590","completed",NA,0,46.6741309165955,0.024,0.4039,0.6895,0.3755,0.433,0.4709,0.8893,1.0988,1.0106,1.0097,1.0097,"y.intercept","y.intercept",1,1.0068,84.136,84.136,"y ~ x.mean[id2]","y ~ x.mean[id2]",9657.4558,84.136,590,"2_blimp_complete"
"m4_sim_590","completed",NA,0,26.4555320739746,-0.5599,0.5314,0.5563,0.4949,0.568,0.3741,0.7388,0.87,0.7992,1.0079,1.0079,"y_mar.intercept","y_mar.intercept",0.9999,1.0063,162.2427,162.2427,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9389.6676,162.2427,590,"4_blimp_lmc_noaux"
"m5_sim_590","completed",NA,0,82.2478041648865,-0.0251,0.4385,0.7674,0.3956,0.4826,0.587,0.9535,1.079,1.06,1.0294,1.0294,"y_mar.intercept","y_mar.intercept",NA,NA,53.1271,53.1271,"aux ~ Intercept","aux ~ Intercept",722.1714,133.9917,590,"5_blimp_omc_aux"
"m6_sim_590","completed",NA,0,121.152503013611,0.0253,0.4043,0.7085,0.3602,0.448,0.5008,0.9246,1.119,1.0325,1.0407,1.0407,"aux.intercept","aux.intercept",1.0028,1.0309,59.4218,59.4218,"aux ~ Intercept","aux ~ Intercept",168.8912,106.2623,590,"6_blimp_rescue"
"m2_sim_591","completed",NA,0,47.3596489429474,-0.1185,0.407,0.7775,0.3792,0.4347,0.5604,1.0249,1.1092,0.9903,1.0332,1.0332,"y.intercept","y.intercept",1,1.0177,85.1328,85.1328,"y ~ Intercept","y ~ Intercept",9569.3232,88.0884,591,"2_blimp_complete"
"m4_sim_591","completed",NA,0,28.1074411869049,-0.6995,0.5145,0.5709,0.4796,0.5493,0.3892,0.7635,0.8434,0.7943,1.01,1.01,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.01,143.2574,143.2574,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9271.629,143.2574,591,"4_blimp_lmc_noaux"
"m5_sim_591","completed",NA,0,75.5241549015045,-0.207,0.4228,0.8265,0.3825,0.4652,0.6159,1.0021,1.0437,1.0443,1.026,1.026,"y_mar.intercept","y_mar.intercept",NA,NA,59.7198,59.7198,"aux ~ Intercept","aux ~ Intercept",923.1963,88.8315,591,"5_blimp_omc_aux"
"m6_sim_591","completed",NA,0,120.777780056,-0.1226,0.3855,0.7845,0.3439,0.4257,0.5653,0.9963,1.097,1.0142,1.0337,1.0318,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.002,1.0281,26.1665,33.4778,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",321.8818,101.9585,591,"6_blimp_rescue"
"m2_sim_592","completed",NA,0,47.8042778968811,-0.1221,0.4039,0.6457,0.3754,0.4318,0.4351,0.8587,0.8353,0.988,1.0514,1.0514,"y.intercept","y.intercept",1.0001,1.0275,67.0192,67.0296,"y R2: Coefficients","y ~ x.mean[id2]",9452.9003,67.0296,592,"2_blimp_complete"
"m4_sim_592","completed",NA,0,26.5675001144409,-0.6695,0.538,0.5114,0.5018,0.5737,0.3325,0.6768,0.6209,0.757,1.005,1.005,"y_mar.intercept","y_mar.intercept",1,1.0032,178.5883,178.5883,"y_mar ~ Intercept","y_mar ~ Intercept",9301.1987,221.0819,592,"4_blimp_lmc_noaux"
"m5_sim_592","completed",NA,0,93.3244571685791,-0.1709,0.4335,0.7172,0.3906,0.4768,0.5514,0.8751,0.7755,1.0155,1.0307,1.0307,"aux.intercept","aux.intercept",NA,NA,26.8087,26.8087,"aux ~ x_mean_biased","aux ~ x_mean_biased",762.7563,182.0389,592,"5_blimp_omc_aux"
"m6_sim_592","completed",NA,0,128.277441978455,-0.1095,0.3963,0.6493,0.3528,0.4409,0.4453,0.839,0.7926,0.9812,1.061,1.0581,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0192,1.0174,30.3569,30.3569,"aux ~ Intercept","aux ~ Intercept",268.6754,106.4086,592,"6_blimp_rescue"
"m2_sim_593","completed",NA,0,47.8702700138092,0.0491,0.4282,0.6661,0.3992,0.4577,0.451,0.8906,1.1972,1.0331,1.0147,1.0147,"y.intercept","y.intercept",1.0001,1.0118,32.3236,32.3236,"y ~ x.mean[id2]","y ~ x.mean[id2]",9428.5342,32.3236,593,"2_blimp_complete"
"m4_sim_593","completed",NA,0,27.5098741054535,-0.5177,0.5429,0.4774,0.5055,0.5794,0.2871,0.6536,0.9422,0.849,1.0205,1.0205,"y_mar.intercept","y_mar.intercept",1.0003,1.0135,86.3671,86.3671,"y_mar ~ Intercept","y_mar ~ Intercept",9284.833,142.1569,593,"4_blimp_lmc_noaux"
"m5_sim_593","completed",NA,0,78.0378220081329,0.0103,0.4582,0.7055,0.4154,0.5042,0.5156,0.8919,1.1797,1.1017,1.0389,1.0389,"aux.intercept","aux.intercept",NA,NA,39.334,39.334,"y_mar ~ Intercept","y_mar ~ Intercept",558.6753,97.8611,593,"5_blimp_omc_aux"
"m6_sim_593","completed",NA,0,120.411037921906,0.0662,0.4246,0.6431,0.3821,0.4683,0.4383,0.837,1.2074,1.0746,1.0395,1.0395,"aux.regressed on.x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0069,1.0294,50.1817,50.1817,"y_mar ~ Intercept","y_mar ~ Intercept",484.9634,70.8536,593,"6_blimp_rescue"
"m2_sim_594","completed",NA,0,47.306117773056,-0.0209,0.4079,0.7444,0.3801,0.4355,0.5575,0.9149,0.8443,0.9807,1.0335,1.0335,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0335,66.1235,72.1297,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9422.3674,72.1297,594,"2_blimp_complete"
"m4_sim_594","completed",NA,0,29.8432250022888,-0.5389,0.5221,0.5891,0.4882,0.5563,0.4407,0.7581,0.7616,0.7568,1.0119,1.0119,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0119,189.1995,189.1995,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9227.4897,189.1995,594,"4_blimp_lmc_noaux"
"m5_sim_594","completed",NA,0,82.3346309661865,-0.0361,0.4196,0.7926,0.3787,0.4599,0.6347,0.9643,0.8621,1.0178,1.0272,1.0272,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,58.8462,58.8462,"y_mar ~ Intercept","y_mar ~ Intercept",677.0738,141.6162,594,"5_blimp_omc_aux"
"m6_sim_594","completed",NA,0,116.624518156052,0.0743,0.3855,0.7831,0.3436,0.4273,0.5917,0.9672,0.9017,0.9907,1.0392,1.0392,"y_mar.intercept","y_mar.intercept",1.014,1.0112,71.2327,96.554,"aux ~ y_mar (standardized)","aux ~ x_mar.mean[id2]",247.4493,120.2546,594,"6_blimp_rescue"
"m2_sim_595","completed",NA,0,47.0253109931946,0.0443,0.3722,0.6113,0.3448,0.3997,0.3942,0.8534,1.1766,0.9857,1.0625,1.0625,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0625,74.2544,74.2544,"y ~ x.mean[id2]","y ~ x.mean[id2]",9465.5459,74.2544,595,"2_blimp_complete"
"m4_sim_595","completed",NA,0,28.0590968132019,-0.5084,0.4853,0.4635,0.4504,0.5215,0.3019,0.6739,0.8629,0.7991,1.0296,1.0296,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0296,164.2817,164.2817,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9718.7782,164.2817,595,"4_blimp_lmc_noaux"
"m5_sim_595","completed",NA,0,93.4356698989868,0.0674,0.3977,0.6825,0.3534,0.4428,0.4972,0.8921,1.1762,1.0438,1.0383,1.0383,"y_mar.intercept","y_mar.intercept",NA,NA,30.8753,31.1586,"y_mar R2: Coefficients","y_mar ~ x_mean_biased",607.4768,31.1586,595,"5_blimp_omc_aux"
"m6_sim_595","completed",NA,0,119.832744121552,0.0685,0.3594,0.6385,0.3176,0.4011,0.3956,0.8757,1.2208,1.0124,1.0392,1.0392,"aux.intercept","aux.intercept",1.0042,1.0263,49.4012,49.4012,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",562.5305,49.4012,595,"6_blimp_rescue"
"m2_sim_596","completed",NA,0,47.8955428600311,-0.1279,0.4107,0.7764,0.3823,0.4381,0.5843,0.9523,1.0003,1.0036,1.0224,1.0224,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0224,67.8573,67.8573,"y ~ Intercept","y ~ Intercept",8954.5523,121.6859,596,"2_blimp_complete"
"m4_sim_596","completed",NA,0,29.1520488262177,-0.6767,0.5154,0.5334,0.4815,0.5495,0.3361,0.7493,0.9117,0.7746,1.0312,1.0312,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",0.9999,1.0312,134.2746,134.2746,"y_mar ~ Intercept","y_mar ~ Intercept",9402.1248,161.2461,596,"4_blimp_lmc_noaux"
"m5_sim_596","completed",NA,0,82.7931990623474,-0.1962,0.4139,0.7829,0.3744,0.4552,0.555,0.9649,0.9954,1.0301,1.0363,1.0363,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,59.2655,59.2655,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",679.5831,59.2655,596,"5_blimp_omc_aux"
"m6_sim_596","completed",NA,0,119.97841501236,-0.105,0.3824,0.7508,0.3434,0.422,0.481,0.9855,1.0326,1.0021,1.0384,1.0384,"aux.intercept","aux.intercept",1.0026,1.0238,53.478,53.478,"aux ~ y_mar.mean[id2]","aux ~ y_mar.mean[id2]",619.9077,74.905,596,"6_blimp_rescue"
"m2_sim_597","completed",NA,0,47.4313490390778,0.1342,0.3902,0.518,0.3622,0.4182,0.3284,0.6939,0.8578,1.013,1.0102,1.0102,"y.intercept","y.intercept",1,1.0065,99.7869,99.7869,"y ~ x.mean[id2]","y ~ x.mean[id2]",9851.8379,99.7869,597,"2_blimp_complete"
"m4_sim_597","completed",NA,0,28.3453240394592,-0.4034,0.5153,0.3726,0.4808,0.5502,0.2231,0.5429,0.7273,0.7987,1.0226,1.0226,"y_mar.intercept","y_mar.intercept",1,1.0124,172.6969,172.6969,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9177.6642,172.6969,597,"4_blimp_lmc_noaux"
"m5_sim_597","completed",NA,0,81.6419849395752,0.1196,0.4186,0.5795,0.374,0.4641,0.4266,0.7382,0.8235,1.0785,1.0541,1.0541,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,67.2461,67.2461,"aux ~ Intercept","aux ~ Intercept",566.6677,178.8508,597,"5_blimp_omc_aux"
"m6_sim_597","completed",NA,0,121.521111965179,0.1334,0.3792,0.5365,0.3381,0.421,0.3407,0.7356,0.8332,1.0425,1.0314,1.0314,"aux.intercept","aux.intercept",1.0104,1.0132,34.0452,34.1341,"aux ~ x_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",315.5843,133.8095,597,"6_blimp_rescue"
"m2_sim_598","completed",NA,0,46.9704811573029,-0.0987,0.4211,0.6065,0.3937,0.4486,0.3833,0.8041,1.0229,0.9911,1.0358,1.0358,"y.intercept","y.intercept",1.0001,1.0122,81.1569,81.1569,"y ~ x.mean[id2]","y ~ x.mean[id2]",9015.7795,81.1569,598,"2_blimp_complete"
"m4_sim_598","completed",NA,0,29.4821040630341,-0.5696,0.536,0.4167,0.5021,0.5698,0.2694,0.5734,0.7991,0.7967,1.021,1.021,"y_mar.intercept","y_mar.intercept",1.0002,1.006,47.1059,47.1059,"y_mar ~ Intercept","y_mar ~ Intercept",9262.5531,208.1419,598,"4_blimp_lmc_noaux"
"m5_sim_598","completed",NA,0,76.6723458766937,-0.145,0.46,0.6268,0.4199,0.4997,0.4733,0.7706,0.9935,1.0167,1.0301,1.0301,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,33.491,33.491,"y_mar ~ Intercept","y_mar ~ Intercept",941.6701,78.4131,598,"5_blimp_omc_aux"
"m6_sim_598","completed",NA,0,112.084619045258,-0.1086,0.4265,0.5653,0.3871,0.4656,0.3845,0.7472,0.9996,0.9884,1.0373,1.034,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0016,1.0235,62.3039,62.3877,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",440.6541,104.8123,598,"6_blimp_rescue"
"m2_sim_599","completed",NA,0,47.6392900943756,-0.0872,0.4091,0.6291,0.381,0.437,0.4522,0.8176,0.9826,0.9891,1.0185,1.0185,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0185,118.861,118.861,"y ~ x.mean[id2]","y ~ x.mean[id2]",9198.4579,118.861,599,"2_blimp_complete"
"m4_sim_599","completed",NA,0,29.8277039527893,-0.6193,0.5235,0.4253,0.4878,0.558,0.2342,0.6046,0.837,0.7897,1.0159,1.0159,"y_mar.intercept","y_mar.intercept",1.0001,1.0143,133.6109,133.6109,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9341.9997,133.6109,599,"4_blimp_lmc_noaux"
"m5_sim_599","completed",NA,0,93.0163731575012,-0.1499,0.4324,0.6692,0.3916,0.4755,0.4758,0.8857,0.9794,1.0324,1.0584,1.0584,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,60.4715,63.8548,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",750.6148,108.4082,599,"5_blimp_omc_aux"
"m6_sim_599","completed",NA,0,118.476537942886,-0.0993,0.3944,0.6591,0.3549,0.434,0.4163,0.8857,1.0023,0.9997,1.0419,1.0352,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0068,1.0149,55.9665,55.9665,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",567.3511,55.9665,599,"6_blimp_rescue"
"m2_sim_600","completed",NA,0,47.166011095047,-0.0724,0.393,0.581,0.3646,0.4207,0.342,0.8017,1.2392,0.9826,1.05,1.05,"y.intercept","y.intercept",1.0001,1.0177,67.0613,67.0613,"y ~ Intercept","y ~ Intercept",10271.5111,88.3674,600,"2_blimp_complete"
